index	vritti
5.1.115	अर्थः, वति, तद्धितः
5.1.116	अर्थः, वति, तद्धितः
5.1.117	अर्थः, वति, तद्धितः
5.1.118	अर्थः, वति, तद्धितः
5.1.119	अर्थः, भावकर्मार्थकः, तद्धितः
5.1.120	त्वतलौ, तद्धितः
5.1.121	त्वतलौ, तद्धितः
5.1.122	त्वतलौ, तद्धितः
5.1.123	त्वतलौ, तद्धितः
5.1.124	त्वतलौ, तद्धितः
5.1.125	त्वतलौ, तद्धितः
5.1.126	त्वतलौ, तद्धितः
5.1.127	त्वतलौ, तद्धितः
5.1.128	त्वतलौ, तद्धितः
5.1.129	त्वतलौ, तद्धितः
5.1.130	त्वतलौ, तद्धितः
5.1.131	त्वतलौ, तद्धितः
5.1.132	त्वतलौ, तद्धितः
5.1.133	त्वतलौ, तद्धितः
5.1.134	त्वतलौ, तद्धितः
5.1.135	त्वतलौ, तद्धितः
5.1.136	त्वतलौ, तद्धितः
5.2.1	अर्थः, तद्धितः
5.2.2	तद्धितः
5.2.3	तद्धितः
5.2.4	तद्धितः
5.2.5	अर्थः, तद्धितः
5.2.6	अर्थः, तद्धितः
5.2.7	अर्थः, तद्धितः
5.2.8	अर्थः, तद्धितः
5.2.9	अर्थः, तद्धितः
5.2.10	अर्थः, तद्धितः
5.2.11	अर्थः, तद्धितः
5.2.12	अर्थः, तद्धितः
5.2.13	तद्धितः
5.2.14	तद्धितः
5.2.15	अर्थः, तद्धितः
5.2.16	तद्धितः
5.2.17	तद्धितः
5.2.18	तद्धितः
5.2.19	तद्धितः
5.2.20	तद्धितः
5.2.21	अर्थः, तद्धितः
5.2.22	तद्धितः
5.2.23	तद्धितः
5.2.24	तद्धितः
5.2.25	तद्धितः
5.2.26	तेन वित्तश्चुञ्चुप्चणपौ , तद्धितः
5.2.27	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.28	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.29	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.30	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.31	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.32	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.33	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.34	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.35	तेन वित्तश्चुञ्चुप्चणपौ, तद्धितः
5.2.36	अर्थः, तद्धितः
5.2.37	तद्धितः
5.2.38	तद्धितः
5.2.39	अर्थः, तद्धितः
5.2.40	अर्थः, तद्धितः
5.2.41	तद्धितः
5.2.42	तद्धितः
5.2.43	तद्धितः
5.2.44	तद्धितः
5.2.45	अर्थः, तद्धितः
5.2.46	तद्धितः
5.2.47	अर्थः, तद्धितः
5.2.48	अर्थः, तद्धितः
5.2.49	२ अर्थौ, तद्धितः
5.2.50	२ अर्थौ, तद्धितः
5.2.51	२ अर्थौ, तद्धितः
5.2.52	२ अर्थौ, तद्धितः
5.2.53	२ अर्थौ, तद्धितः
5.2.54	२ अर्थौ, तद्धितः
5.2.55	२ अर्थौ, तद्धितः
5.2.56	२ अर्थौ, तद्धितः
5.2.57	२ अर्थौ, तद्धितः
5.2.58	२ अर्थौ, तद्धितः
5.2.59	मतौ च्छः सूक्तसाम्नोः , तद्धितः
5.2.60	मतौ च्छः सूक्तसाम्नोः, तद्धितः
5.2.61	मतौ च्छः सूक्तसाम्नोः, तद्धितः
5.2.62	मतौ च्छः सूक्तसाम्नोः, तद्धितः
5.2.63	अर्थः, तद्धितः
5.2.64	अर्थः, तद्धितः
5.2.65	अर्थः, तद्धितः
5.2.66	अर्थः, तद्धितः
5.2.67	अर्थः, तद्धितः
5.2.68	अर्थः, तद्धितः
5.2.69	अर्थः, तद्धितः
5.2.70	अर्थः, तद्धितः
5.2.71	अर्थः, तद्धितः
5.2.72	अर्थः, तद्धितः
5.2.73	तद्धितः
5.2.74	अर्थः, तद्धितः
5.2.75	अर्थः, तद्धितः
5.2.76	तद्धितः
5.2.77	तद्धितः
5.2.78	अर्थः, तद्धितः
5.2.79	अर्थः, तद्धितः
5.2.80	अर्थः, तद्धितः
5.2.81	अर्थः, तद्धितः
5.2.82	अर्थः, तद्धितः
5.2.83	तद्धितः
5.2.84	अर्थः, तद्धितः
5.2.85	अर्थः, तद्धितः
5.2.86	तद्धितः
5.2.87	अर्थः, तद्धितः
5.2.88	तद्धितः
5.2.89	अर्थः, तद्धितः
5.2.90	अर्थः, तद्धितः
5.2.91	अर्थः, तद्धितः
5.2.92	अर्थः, तद्धितः
5.2.93	तद्धितः
5.2.94	तदस्यास्मिन्, तद्धितः
5.2.95	तदस्यास्मिन्, तद्धितः
5.2.96	तदस्यास्मिन्, तद्धितः
5.2.97	तदस्यास्मिन्, तद्धितः
5.2.98	तदस्यास्मिन्, तद्धितः
5.2.99	तदस्यास्मिन्, तद्धितः
5.2.100	तदस्यास्मिन्, तद्धितः
5.2.101	तदस्यास्मिन्, तद्धितः
5.2.102	तदस्यास्मिन्, तद्धितः
5.2.103	तदस्यास्मिन्, तद्धितः
5.2.104	तदस्यास्मिन्, तद्धितः
5.2.105	तदस्यास्मिन्, तद्धितः
5.2.106	तदस्यास्मिन्, तद्धितः
5.2.107	तदस्यास्मिन्, तद्धितः
5.2.108	तदस्यास्मिन्, तद्धितः
5.2.109	तदस्यास्मिन्, तद्धितः
5.2.110	तदस्यास्मिन्, तद्धितः
5.2.111	तदस्यास्मिन्, तद्धितः
5.2.112	तदस्यास्मिन्, तद्धितः
5.2.113	तदस्यास्मिन्, तद्धितः
5.2.114	तदस्यास्मिन्, तद्धितः
5.2.115	तदस्यास्मिन्, तद्धितः
5.2.116	तदस्यास्मिन्, तद्धितः
5.2.117	तदस्यास्मिन्, तद्धितः
5.2.118	तदस्यास्मिन्, तद्धितः
5.2.119	तदस्यास्मिन्, तद्धितः
5.2.120	तदस्यास्मिन्, तद्धितः
5.2.121	तदस्यास्मिन्, तद्धितः
5.2.122	तदस्यास्मिन्, तद्धितः
5.2.123	तदस्यास्मिन्, तद्धितः
5.2.124	तदस्यास्मिन्, तद्धितः
5.2.125	तदस्यास्मिन्, तद्धितः
5.2.126	तदस्यास्मिन्, तद्धितः
5.2.127	तदस्यास्मिन्, तद्धितः
5.2.128	तदस्यास्मिन्, तद्धितः
5.2.129	तदस्यास्मिन्, तद्धितः
5.2.130	तदस्यास्मिन्, तद्धितः
5.2.131	तदस्यास्मिन्, तद्धितः
5.2.132	तदस्यास्मिन्, तद्धितः
5.2.133	तदस्यास्मिन्, तद्धितः
5.2.134	तदस्यास्मिन्, तद्धितः
5.2.135	तदस्यास्मिन्, तद्धितः
5.2.136	तदस्यास्मिन्, तद्धितः
5.2.137	तदस्यास्मिन्, तद्धितः
5.2.138	तदस्यास्मिन्, तद्धितः
5.2.139	तदस्यास्मिन्, तद्धितः
5.2.140	तदस्यास्मिन्, तद्धितः
5.3.1	विभक्तिः, तद्धितः
5.3.2	तद्धितः
5.3.3	विभक्तिः अव्ययम्, तद्धितः
5.3.4	विभक्तिः अव्ययम्, तद्धितः
5.3.5	विभक्तिः अव्ययम्, तद्धितः
5.3.6	विभक्तिः अव्ययम्, तद्धितः
5.3.7	विभक्तिः अव्ययम्, तद्धितः
5.3.8	विभक्तिः अव्ययम्, तद्धितः
5.3.9	विभक्तिः अव्ययम्, तद्धितः
5.3.10	विभक्तिः अव्ययम्, तद्धितः
5.3.11	विभक्तिः अव्ययम्, तद्धितः
5.3.12	विभक्तिः अव्ययम्, तद्धितः
5.3.13	विभक्तिः अव्ययम्, तद्धितः
5.3.14	विभक्तिः अव्ययम्, तद्धितः
5.3.15	विभक्तिः अव्ययम्, तद्धितः
5.3.16	विभक्तिः अव्ययम्, तद्धितः
5.3.17	विभक्तिः अव्ययम्, तद्धितः
5.3.18	विभक्तिः अव्ययम्, तद्धितः
5.3.19	विभक्तिः अव्ययम्, तद्धितः
5.3.20	विभक्तिः अव्ययम्, तद्धितः
5.3.21	विभक्तिः अव्ययम्, तद्धितः
5.3.22	विभक्तिः अव्ययम्, तद्धितः
5.3.23	विभक्तिः अव्ययम्, तद्धितः
5.3.24	विभक्तिः अव्ययम्, तद्धितः
5.3.25	विभक्तिः अव्ययम्, तद्धितः
5.3.26	विभक्तिः अव्ययम्, तद्धितः
5.3.27	अव्ययम्, तद्धितः
5.3.28	अव्ययम्, तद्धितः
5.3.29	अव्ययम्, तद्धितः
5.3.30	अव्ययम्, तद्धितः
5.3.31	अव्ययम्, तद्धितः
5.3.32	अव्ययम्, तद्धितः
5.3.33	अव्ययम्, तद्धितः
5.3.34	अव्ययम्, तद्धितः
5.3.35	अव्ययम्, तद्धितः
5.3.36	अव्ययम्, तद्धितः
5.3.37	अव्ययम्, तद्धितः
5.3.38	अव्ययम्, तद्धितः
5.3.39	अव्ययम्, तद्धितः
5.3.40	अव्ययम्, तद्धितः
5.3.41	अव्ययम्, तद्धितः
5.3.42	अव्ययम्, तद्धितः
5.3.43	अव्ययम्, तद्धितः
5.3.44	अव्ययम्, तद्धितः
5.3.45	अव्ययम्, तद्धितः
5.3.46	अव्ययम्, तद्धितः
5.3.47	अव्ययम्, तद्धितः
5.3.48	तद्धितः
5.3.49	तद्धितः
5.3.50	तद्धितः
5.3.51	तद्धितः
5.3.52	तद्धितः
5.3.53	तद्धितः
5.3.54	तद्धितः
5.3.55	अर्थः, तद्धितः
5.3.56	तिङश्च, तद्धितः
5.3.57	तिङश्च, तद्धितः
5.3.58	तद्धितः
5.3.59	तद्धितः
5.3.60	तद्धितः
5.3.61	तद्धितः
5.3.62	तद्धितः
5.3.63	तद्धितः
5.3.64	तद्धितः
5.3.65	तद्धितः
5.3.66	स्वार्थिकः, तिङश्च, तद्धितः
5.3.67	स्वार्थिकः, तिङश्च, तद्धितः
5.3.68	स्वार्थिकः, तद्धितः
5.3.69	स्वार्थिकः, तद्धितः
5.3.70	कः, तद्धितः
5.3.71	कः, तद्धितः
5.3.72	कः, तद्धितः
5.3.73	अर्थः, कः, तद्धितः
5.3.74	अर्थः, कः, तद्धितः
5.3.75	अर्थः, कः, तद्धितः
5.3.76	अर्थः, कः, तद्धितः
5.3.77	अर्थः, कः, तद्धितः
5.3.78	कः, तद्धितः
5.3.79	कः, तद्धितः
5.3.80	कः, तद्धितः
5.3.81	कः, तद्धितः
5.3.82	कः, तद्धितः
5.3.83	कः, तद्धितः
5.3.84	कः, तद्धितः
5.3.85	अर्थः, कः, तद्धितः
5.3.86	अर्थः, कः, तद्धितः
5.3.87	अर्थः, कः, तद्धितः
5.3.88	कः, तद्धितः
5.3.89	कः, तद्धितः
5.3.90	कः, तद्धितः
5.3.91	अर्थः, कः, तद्धितः
5.3.92	कः, तद्धितः
5.3.93	कः, तद्धितः
5.3.94	कः, तद्धितः
5.3.95	कः, तद्धितः
5.3.96	कः, तद्धितः
5.3.97	तद्धितः
5.3.98	तद्धितः
5.3.99	तद्धितः
5.3.100	तद्धितः
5.3.101	तद्धितः
5.3.102	तद्धितः
5.3.103	तद्धितः
5.3.104	तद्धितः
5.3.105	तद्धितः
5.3.106	तद्धितः
5.3.107	तद्धितः
5.3.108	तद्धितः
5.3.109	तद्धितः
5.3.110	तद्धितः
5.3.111	तद्धितः
5.3.112	तद्राजः, तद्धितः
5.3.113	तद्राजः, तद्धितः
5.3.114	तद्राजः, तद्धितः
5.3.115	तद्राजः, तद्धितः
5.3.116	तद्राजः, तद्धितः
5.3.117	तद्राजः, तद्धितः
5.3.118	तद्राजः, तद्धितः
5.3.119	तद्राजः, तद्राजः, तद्धितः
5.4.1	तद्धितः
5.4.2	तद्धितः
5.4.3	तद्धितः
5.4.4	तद्धितः
5.4.5	तद्धितः
5.4.6	तद्धितः
5.4.7	तद्धितः
5.4.8	तद्धितः
5.4.9	तद्धितः
5.4.10	तद्धितः
5.4.11	अव्ययम्, तद्धितः
5.4.12	अव्ययम्, तद्धितः
5.4.13	तद्धितः
5.4.14	तद्धितः
5.4.15	तद्धितः
5.4.16	तद्धितः
5.4.17	अव्ययम्, तद्धितः
5.4.18	अव्ययम्, तद्धितः
5.4.19	अव्ययम्, तद्धितः
5.4.20	अव्ययम्, तद्धितः
5.4.21	तद्धितः
5.4.22	तद्धितः
5.4.23	तद्धितः
5.4.24	तद्धितः
5.4.25	तद्धितः
5.4.26	तद्धितः
5.4.27	तद्धितः
5.4.28	तद्धितः
5.4.29	तद्धितः
5.4.30	तद्धितः
5.4.31	तद्धितः
5.4.32	तद्धितः
5.4.33	तद्धितः
5.4.34	तद्धितः
5.4.35	तद्धितः
5.4.36	तद्धितः
5.4.37	तद्धितः
5.4.38	तद्धितः
5.4.39	तद्धितः
5.4.40	तद्धितः
5.4.41	तद्धितः
5.4.42	अव्ययम्, तद्धितः
5.4.43	अव्ययम्, तद्धितः
5.4.44	अव्ययम्, तद्धितः
5.4.45	अव्ययम्, तद्धितः
5.4.46	अव्ययम्, तद्धितः
5.4.47	अव्ययम्, तद्धितः
5.4.48	अव्ययम्, तद्धितः
5.4.49	अव्ययम्, तद्धितः
5.4.50	अव्ययम्, तद्धितः
5.4.51	अव्ययम्, तद्धितः
5.4.52	अव्ययम्, तद्धितः
5.4.53	अव्ययम्, तद्धितः
5.4.54	अव्ययम्, तद्धितः
5.4.55	अव्ययम्, तद्धितः
5.4.56	अव्ययम्, तद्धितः
5.4.57	अव्ययम्, तद्धितः
5.4.58	अव्ययम्, तद्धितः
5.4.59	अव्ययम्, तद्धितः
5.4.60	अव्ययम्, तद्धितः
5.4.61	अव्ययम्, तद्धितः
5.4.62	अव्ययम्, तद्धितः
5.4.63	अव्ययम्, तद्धितः
5.4.64	अव्ययम्, तद्धितः
5.4.65	अव्ययम्, तद्धितः
5.4.66	अव्ययम्, तद्धितः
5.4.67	अव्ययम्, तद्धितः
5.4.68	तद्धितः
5.4.69	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.70	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.71	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.72	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.73	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.74	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.75	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.76	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.77	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.78	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.79	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.80	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.81	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.82	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.83	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.84	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.85	सर्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.86	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.87	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.88	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.89	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.90	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.91	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.92	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.93	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.94	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.95	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.96	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.97	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.98	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.99	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.100	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.101	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.102	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.103	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.104	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.105	तत्पुरुषसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.106	द्वन्द्वसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.107	अव्ययीभावसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.108	अव्ययीभावसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.109	अव्ययीभावसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.110	अव्ययीभावसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.111	अव्ययीभावसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.112	अव्ययीभावसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.113	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.114	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.115	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.116	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.117	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.118	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.119	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.120	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.121	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.122	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.123	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.124	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.125	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.126	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.127	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.128	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.129	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.130	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.131	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.132	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.133	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.134	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.135	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.136	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.137	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.138	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.139	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.140	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.141	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.142	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.143	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.144	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.145	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.146	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.147	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.148	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.149	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.150	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.151	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.152	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.153	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.154	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.155	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.156	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.157	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.158	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.159	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
5.4.160	बहुव्रीहिसमासान्तप्रत्ययाः, समासान्ताः, तद्धितः
6.1.1	द्वित्वम्
6.1.2	द्वित्वम्
6.1.3	द्वित्वम्
6.1.4	अभ्यासः, द्वित्वम्
6.1.5	अभ्यस्तम्‌, द्वित्वम्
6.1.6	द्वित्वम्
6.1.7	द्वित्वम्
6.1.8	द्वित्वम्
6.1.9	द्वित्वम्
6.1.10	द्वित्वम्
6.1.11	द्वित्वम्
6.1.12	द्वित्वम्
6.1.13	संप्रसारणम्
6.1.14	संप्रसारणम्
6.1.15	संप्रसारणम्
6.1.16	संप्रसारणम्
6.1.17	संप्रसारणम्
6.1.18	संप्रसारणम्
6.1.19	संप्रसारणम्
6.1.20	संप्रसारणम्
6.1.21	संप्रसारणम्
6.1.22	संप्रसारणम्
6.1.23	संप्रसारणम्
6.1.24	संप्रसारणम्
6.1.25	संप्रसारणम्
6.1.26	संप्रसारणम्
6.1.27	संप्रसारणम्
6.1.28	संप्रसारणम्
6.1.29	संप्रसारणम्
6.1.30	संप्रसारणम्
6.1.31	संप्रसारणम्
6.1.32	संप्रसारणम्
6.1.33	संप्रसारणम्
6.1.34	संप्रसारणम्
6.1.35	संप्रसारणम्
6.1.36	संप्रसारणम्
6.1.37	संप्रसारणम्
6.1.38	संप्रसारणम्
6.1.39	संप्रसारणम्
6.1.40	संप्रसारणम्
6.1.41	संप्रसारणम्
6.1.42	संप्रसारणम्
6.1.43	संप्रसारणम्
6.1.44	संप्रसारणम्
6.1.45	आत्वम्
6.1.46	आत्वम्
6.1.47	आत्वम्
6.1.48	आत्वम्
6.1.49	आत्वम्
6.1.50	आत्वम्
6.1.51	आत्वम्
6.1.52	आत्वम्
6.1.53	आत्वम्
6.1.54	आत्वम्
6.1.55	आत्वम्
6.1.56	आत्वम्
6.1.57	आत्वम्
6.1.58	अम्-आगमः
6.1.59	अम्-आगमः
6.1.60	प्रकृति-आदेशः
6.1.61	प्रकृति-आदेशः
6.1.62	प्रकृति-आदेशः
6.1.63	प्रकृति-आदेशः
6.1.64	प्रकृति-आदेशः
6.1.65	प्रकृति-आदेशः
6.1.66	लोपः
6.1.67	लोपः
6.1.68	लोपः
6.1.69	लोपः
6.1.70	लोपः
6.1.71	तुक्-आगमः
6.1.72	तुक्-आगमः, संहितायाम्
6.1.73	तुक्-आगमः, संहितायाम्
6.1.74	तुक्-आगमः, संहितायाम्
6.1.75	तुक्-आगमः, संहितायाम्
6.1.76	तुक्-आगमः, संहितायाम्
6.1.77	यण्, संहितायाम्
6.1.78	यान्तावान्तादेशः, संहितायाम्
6.1.79	यान्तावान्तादेशः, संहितायाम्
6.1.80	यान्तावान्तादेशः, संहितायाम्
6.1.81	यान्तावान्तादेशः, संहितायाम्
6.1.82	यान्तावान्तादेशः, संहितायाम्
6.1.83	यान्तावान्तादेशः, संहितायाम्
6.1.84	एकादेशः, संहितायाम्
6.1.85	पूर्वान्तवत् परादिवत्त्व-अतिदेशः, एकादेशः, संहितायाम्
6.1.86	असिद्धवत्, एकादेशः, संहितायाम्
6.1.87	गुणसन्धिः, एकादेशः, संहितायाम्
6.1.88	वृद्धिसन्धिः, एकादेशः, संहितायाम्
6.1.89	वृद्धिसन्धिः, एकादेशः, संहितायाम्
6.1.90	वृद्धिसन्धिः, एकादेशः, संहितायाम्
6.1.91	वृद्धिसन्धिः, एकादेशः, संहितायाम्
6.1.92	वृद्धिसन्धिः, एकादेशः, संहितायाम्
6.1.93	पररूपम् सुपि, एकादेशः, संहितायाम्
6.1.94	पररूपम्, एकादेशः, संहितायाम्
6.1.95	पररूपम् सुपि, एकादेशः, संहितायाम्
6.1.96	पररूपम्, एकादेशः, संहितायाम्
6.1.97	पररूपम्, एकादेशः, संहितायाम्
6.1.98	पररूपम्, एकादेशः, संहितायाम्
6.1.99	पररूपम्, एकादेशः, संहितायाम्
6.1.100	पररूपम्, एकादेशः, संहितायाम्
6.1.101	सवर्णदीर्घः, एकादेशः, संहितायाम्
6.1.102	पूर्वरूपम् सवर्णदीर्घः सुपि, एकादेशः, संहितायाम्
6.1.103	पूर्वरूपम् सवर्णदीर्घः सुपि, एकादेशः, संहितायाम्
6.1.104	पूर्वरूपम् सवर्णदीर्घः सुपि, एकादेशः, संहितायाम्
6.1.105	पूर्वरूपम् सवर्णदीर्घः सुपि, एकादेशः, संहितायाम्
6.1.106	पूर्वरूपम् सवर्णदीर्घः सुपि, एकादेशः, संहितायाम्
6.1.107	पूर्वरूपम् सुपि, एकादेशः, संहितायाम्
6.1.108	पूर्वरूपम्, एकादेशः, संहितायाम्
6.1.109	पूर्वरूपम्, एकादेशः, संहितायाम्
6.1.110	पूर्वरूपम् सुपि, एकादेशः, संहितायाम्
6.1.111	पूर्वपरयोः उत्वम्, एकादेशः, संहितायाम्
6.1.112	पूर्वपरयोः उत्वम्, संहितायाम्
6.1.113	उत्वम्, संहितायाम्
6.1.114	उत्वम्, संहितायाम्
6.1.115	प्रकृतिभावः, संहितायाम्
6.1.116	प्रकृतिभावः, संहितायाम्
6.1.117	प्रकृतिभावः, संहितायाम्
6.1.118	प्रकृतिभावः, संहितायाम्
6.1.119	प्रकृतिभावः, संहितायाम्
6.1.120	प्रकृतिभावः, संहितायाम्
6.1.121	प्रकृतिभावः, संहितायाम्
6.1.122	प्रकृतिभावः, संहितायाम्
6.1.123	प्रकृतिभावः, संहितायाम्
6.1.124	प्रकृतिभावः, संहितायाम्
6.1.125	प्रकृतिभावः, संहितायाम्
6.1.126	प्रकृतिभावः, संहितायाम्
6.1.127	प्रकृतिभावः, संहितायाम्
6.1.128	प्रकृतिभावः, संहितायाम्
6.1.129	प्रकृतिभावः, संहितायाम्
6.1.130	प्रकृतिभावः, संहितायाम्
